decision,access_string
0,68536 33543 33521 33544 33523 33545 6 37645 8 33268 33290 33270 16628
0,39158 39159 33347 34597 33502 34597 6 39160 8 9 33290 33347 28506
0,39807 39808 33299 33395 33301 33861 6 33862 8 9 33290 33863 10457
0,74459 33970 2 33265 4 33307 6 33336 8 33268 33296 33270 26652
0,42569 34296 33416 34207 33418 34208 6 34209 8 33275 34210 11 22694
0,45785 34679 2 33265 4 33307 6 33280 8 33268 33296 33270 9173
0,60913 33543 33521 33544 33523 33545 6 39719 8 33268 33290 33270 2793
0,42537 34600 2 3 4 33273 6 33336 8 33275 33313 11 9240
0,34739 34740 33316 33265 33317 33318 6 33397 8 33268 33313 33270 15407
0,62884 41444 33299 33300 33301 33302 6 34850 8 33431 33290 34851 31489
0,52779 33909 2 3 4 33307 6 33336 8 33275 33455 11 14308
0,37217 37218 33521 33544 33523 33545 6 33333 8 33268 33320 33270 22131
0,34761 34150 2 33265 4 33438 6 33280 8 33268 33439 33270 11894
0,54547 38663 2 33265 4 33553 6 33333 8 33268 33296 33270 4060
0,61824 35126 2 33265 4 33266 6 33559 8 33268 33269 33270 10261
0,51099 35122 2 33365 4 33366 6 36515 8 33309 33408 33370 22905
0,65153 33825 2 33265 4 33273 6 33280 8 33268 33313 33270 15608
0,63204 36099 2 33365 4 36100 6 37592 8 33289 33408 33370 13218
0,52921 35090 2 33265 4 33273 6 33280 8 33268 33296 33270 12447
0,66568 33543 33521 33544 33523 33545 6 41819 8 33268 33290 33270 14139
0,72108 34528 2 33265 4 33266 6 33559 8 33268 33269 33270 21983
0,70602 33543 33521 33544 33523 33545 6 40025 8 33268 33290 33270 13316
0,69177 33909 2 3 4 33307 6 33336 8 33275 33455 11 22136
0,69193 37695 2 33365 4 36903 6 43588 8 33309 33408 33370 32948
0,77293 37960 33283 36150 33285 36151 6 77294 8 33326 33290 33291 10021
0,64073 48527 2 33265 4 34644 6 48528 8 33268 33439 33270 20237
0,57374 37900 33521 34787 33523 33549 6 45986 8 33289 33290 33526 17322
0,48387 34839 2 3 4 33307 6 33336 8 33275 33313 11 3886
0,75262 33328 2 33265 4 33307 6 33336 8 33268 33330 33270 28539
0,34519 34520 2 33265 4 33294 6 33333 8 33268 33296 33270 3645
0,51953 33734 2 3 4 33279 6 33336 8 33275 33296 11 6246
0,57676 38085 2 3 4 33307 6 33308 8 33309 33313 11 12893
0,56334 43490 33416 33529 33418 49910 6 33518 8 33431 33290 33430 2484
0,48340 40214 33416 33689 33418 33690 6 37578 8 9 33290 33430 7375
0,57078 40686 2 3 4 38594 6 57079 8 33326 33408 33423 3985
0,58690 39107 2 3 4 33568 6 33569 8 33275 33570 11 25266
0,51187 37553 33283 33975 33285 34535 6 43470 8 33289 33976 34553 23874
0,34469 34470 33299 34471 33301 34472 6 34473 8 33326 34474 33461 28862
0,69450 35786 33426 33927 33428 33928 6 33929 8 33309 33844 33930 4588
0,52834 51165 33416 33417 33418 42696 6 52835 8 9 33422 33423 22536
0,63728 39666 2 33365 4 33966 6 37592 34005 33289 33408 33370 24281
0,39999 33481 2 33365 4 33366 6 33482 8 33368 33408 33370 18975
0,60538 38809 2 3 4 33822 6 33823 8 33309 33439 11 15405
0,43094 33543 33521 33544 33523 33545 6 36623 8 33268 33290 33270 24327
0,69075 34703 2 3 4 33279 6 33489 8 33275 33313 11 28725
0,34930 34931 2 3 4 33307 6 33336 8 33275 33313 11 25607
0,71804 34018 2 33265 4 33307 6 33280 8 33268 33296 33270 6492
0,42824 37556 2 3 4 33307 6 33489 8 33275 10 11 26929
0,33468 33469 33283 33284 33285 33470 6 33471 8 33431 33290 33291 32724
0,51680 34991 2 3 4 33307 6 33489 8 33275 33296 11 17778
0,75077 33757 2 3 4 33279 6 33336 8 33275 33313 11 2721
0,66251 33335 2 3 4 33307 6 34727 8 33309 33313 11 21834
0,46497 34212 2 3 4 33273 6 33336 8 33275 33269 11 32665
0,42710 34684 2 33265 4 33438 6 33280 8 33268 33296 33270 19000
0,49948 33907 2 3 4 33273 6 33336 8 33275 33455 11 10265
0,37367 34239 33416 33529 33418 35612 6 37368 37369 33345 34913 11 10874
0,45067 45068 33299 38768 33301 38769 6 36214 8 9 33290 33833 5469
0,75547 33575 2 33265 4 33307 6 33280 8 33268 33313 33270 3733
0,71347 34218 33283 33323 33285 33775 6 71348 8 33326 33290 33604 7365
0,49752 47975 33283 35543 33285 36015 6 33518 8 9 33290 33430 5055
0,37772 33965 2 33365 4 33966 6 37773 8 33368 33408 33968 4686
0,70671 33372 2 33265 4 33307 6 33280 8 33268 33296 33270 18572
0,51135 35593 2 3 4 33438 6 35594 8 33275 33276 11 32913
0,60397 34460 2 3 4 33307 6 33336 8 33275 33269 11 9087
0,37835 37836 2 3 4 33553 6 37837 8 33431 33296 11 6201
0,62051 38342 33347 35017 33502 35018 6 62052 8 33289 33290 33347 32346
0,51070 34009 2 3 4 33307 6 33336 8 33275 33296 11 3658
0,61151 34960 2 33265 4 33438 6 33494 8 33268 33439 33270 8824
0,51848 51849 33521 36430 33523 36430 6 51850 8 33289 33290 33526 6109
0,71528 34296 33416 34207 33418 34208 6 34209 8 33275 34210 11 9427
0,47589 34964 2 33265 4 33266 6 33559 8 33268 33269 33270 23679
0,44963 33356 33357 33358 33359 33360 6 44964 44965 33326 33290 33423 16739
0,59632 39769 33283 35227 33285 35228 6 36495 8 33289 33290 33291 22176
0,49396 44111 33521 33522 33523 33524 6 38332 8 33431 33290 33526 22746
0,51758 35828 2 3 4 33279 6 33336 8 33275 33313 11 32653
0,52084 38244 2 3 4 33307 6 33308 8 33309 33313 11 32208
0,59580 49449 2 33768 4 33769 6 41783 8 33289 33313 33347 24542
0,46552 35052 33316 33265 33317 33318 6 35318 8 33268 33320 33270 3335
0,78171 34248 2 3 4 33307 6 33336 8 33275 33269 11 33227
0,73205 33543 33521 33544 33523 33545 6 73206 8 33268 33290 33270 20323
0,66982 35845 2 33768 4 33769 6 66983 8 33431 10 33347 8749
0,43977 33481 2 33365 4 33366 6 33482 8 33368 33408 33370 22736
0,62126 41401 33283 33885 33285 37961 6 62127 8 33431 33290 33461 23404
0,49116 33508 2 3 4 33279 6 33336 8 33309 33296 11 13828
0,60447 34091 2 33265 4 33266 6 38408 8 33268 33269 33270 29551
0,50783 34916 2 3 4 34917 6 7 8 9 33296 11 16767
0,67421 45034 33521 34979 33523 34979 6 67422 8 33326 33290 33526 15034
0,53934 34482 33283 34411 33285 34483 6 33518 8 9 33290 33430 24346
0,55579 38741 33283 33447 33285 33448 6 33622 8 9 33290 33604 6188
0,53186 35182 2 3 4 33279 6 33489 8 33275 33296 11 26869
0,38107 33987 33283 33447 33285 33798 6 33988 8 9 33290 33430 32716
0,46097 33907 2 3 4 33273 6 33336 8 33275 33455 11 3343
0,65375 50015 2 33265 4 33375 6 34743 8 33268 33296 33270 4565
0,48821 47114 33316 33385 33317 35768 6 33387 8 9 33290 33389 22302
0,69133 69134 33416 33689 33418 33690 6 69135 8 33289 33290 33450 11108
0,43822 43823 33316 34024 33317 40445 6 34557 8 33431 33388 33430 29484
0,44783 41635 33299 34471 33301 34752 6 44784 8 33431 33290 33430 19271
0,54247 43122 2 3 4 33467 6 40144 8 33326 33313 11 17663
0,66525 35185 2 33265 4 33307 6 33280 8 33268 33296 33270 8942
0,66634 34467 2 3 4 33273 6 33489 8 33275 33313 11 22237
0,77414 35703 2 33265 4 33279 6 33280 8 33268 33296 33270 32189
0,49087 33632 2 3 4 33273 6 33336 8 33275 33269 11 8455
0,44068 33543 33521 33544 33523 33545 6 41092 8 33268 33290 33270 13428
0,42454 33543 33521 33544 33523 33545 6 42455 8 33268 33290 33270 29390
0,38241 34871 2 33265 4 35285 6 33270 8 33268 33313 33270 23350
0,49354 33613 33416 33614 33418 33615 6 49355 8 33431 33617 33618 17488
0,39873 33510 2 33265 4 33307 6 33280 8 33268 33269 33270 12505
0,77465 34282 2 33365 4 33366 6 34748 8 33368 33408 33370 15220
0,65648 37786 2 3 4 33279 6 33336 8 33275 33313 11 22530
0,75819 34143 2 33265 4 33273 6 33280 8 33268 33296 33270 3677
0,70665 34763 2 33265 4 33279 6 33280 8 33268 33313 33270 4297
0,60755 60756 33357 33358 33359 33360 6 33518 8 9 33290 33430 26924
0,77473 34294 2 3 4 33279 6 33336 8 33275 33313 11 18309
0,59373 39320 33283 33284 33285 35822 6 33518 8 33289 33422 33430 28842
0,69056 33816 2 3 4 33438 6 33336 8 33275 33313 11 10840
0,69285 35029 2 3 4 33307 6 33336 8 33275 33313 11 3192
0,39883 35534 2 33265 4 33307 6 33280 8 33268 33455 33270 26076
0,50003 35902 33316 33265 33317 33318 6 33333 8 33268 33290 33270 19619
0,51899 35054 2 33265 4 33279 6 33280 8 33268 33455 33270 9336
0,67246 33506 2 33365 4 33406 6 34283 8 33368 33369 33370 26108
0,46799 46800 33416 33689 33418 33690 6 34557 36228 9 33290 33430 13079
0,53030 33858 2 33265 4 33307 6 33280 8 33268 33269 33270 2643
0,68188 34882 2 33365 4 33366 6 35042 8 33368 33408 33370 24612
0,38354 34405 2 3 4 33273 6 33336 8 33275 33296 11 32458
0,36855 33636 2 3 4 33273 6 33489 8 33275 33296 11 16766
0,75721 34581 33299 34397 33301 75722 6 75723 8 33309 33290 33678 12066
0,73166 70099 2 33730 4 33902 6 34568 8 33289 33904 34569 31137
0,68683 35686 2 3 4 33307 6 33336 8 33275 33313 11 31630
0,57798 40070 33347 43529 33502 43529 6 57799 8 34576 33290 40072 15200
0,40417 34143 2 3 4 33273 6 33336 8 33275 33296 11 7959
0,40925 40926 33521 34861 33523 34862 6 40927 8 9 33290 33526 4050
0,66040 33452 2 33265 4 33453 6 34253 8 33268 33455 33270 14809
0,76871 35352 2 3 4 33307 6 34067 8 33275 10 11 11283
0,41413 35756 2 33365 4 33366 6 35757 8 33368 33369 33370 32580
0,75539 33632 2 3 4 33273 6 33336 8 33275 33269 11 10053
0,68974 33816 2 3 4 33438 6 33336 8 33275 33313 11 6187
0,60376 34600 2 3 4 33273 6 33336 8 33275 33313 11 21992
0,54155 35387 2 33265 4 33273 6 33280 8 33268 10 33270 14788
0,48375 35122 2 33365 4 33366 6 35123 8 33309 33408 33370 14466
0,71664 44622 2 34181 4 34182 6 33518 8 33289 33290 33430 25605
0,60979 34682 2 33265 4 33307 6 33280 8 33268 33296 33270 8118
0,61127 46652 33416 33529 33418 35301 6 61128 8 33268 33290 33270 28852
0,60803 33807 2 3 4 33307 6 33336 8 33275 33455 11 24106
0,68577 40321 33357 33458 33359 33517 6 33518 8 9 33290 33430 27888
0,72166 38660 2 33265 4 33438 6 38555 8 33268 33276 33270 24243
0,58500 37612 2 3 4 33568 6 33569 8 33275 33570 11 27213
0,58417 35115 2 33265 4 33294 6 58418 8 33268 33296 33270 31180
0,39295 39296 2 33265 4 39297 6 34394 8 33268 33313 33270 8393
0,50811 34066 2 3 4 33307 6 33489 8 33275 10 11 3177
0,40526 40527 2 3 4 33273 6 33336 8 33275 33296 11 2346
0,63284 38677 2 3 4 33307 6 33336 8 33275 33296 11 13342
0,58705 36006 33426 33927 33428 36556 6 58706 8 33309 33844 33930 8654
0,54766 49509 33316 34024 33317 34025 6 33518 8 33289 33290 33430 27562
0,62537 39291 33426 33427 33428 53222 6 44503 8 33326 33290 33430 15403
0,59737 35076 2 33265 4 33307 6 33280 8 33268 33269 33270 24450
0,50333 33272 2 3 4 33273 6 33274 8 33275 33276 11 30966
0,62694 33745 2 3 4 33279 6 33336 8 33275 33296 11 29868
0,59322 36599 2 3 4 33568 6 33569 8 33275 33570 11 16022
0,61397 61398 33416 33417 33418 35540 6 61399 33421 33431 33422 33389 27669
0,56918 49742 33316 34024 33317 34025 6 47209 8 33431 33388 33430 18511
